p1,p2
Paolo. Hi.,
,Ross!
Thing?,"Listen. Um, listen. Something you should... know... um, Rachel and I... we're kind of a thing."
"Ah, you... have the sex?","Thing, yes. Thing."
Bed?,"No, no, no. Technically the... sex is not... being had, but that's... see, that's not the point. See, um, the point is that... Rachel and I should be, er, together. You know, and if you get in the.... um..."
Oh!,"No, no, that's not where I was going. Er, if you get in the... way, of us becoming a thing, then I would be, well, very sad."
Si.,Yeah! Se vice?
Poco... a leetle.,So you do know a little English.
No.,Do you know the word crapweasel?
,"That's funny, because you know, you are a huge crapweasel!"
OK.,"Chandler, we've been here for an hour doing this! Now watch, it's easy."
,Ready?
,"No, you've got to whip it."
Thank you.,"Oh, look look look. The last candle's about to burn out. 10, 9, 8, 7... ... negative 46, negative 47, negative 48...."
Kinda... spooky without any lights.,Thanks.
,Bwah-hah-hah!
,"OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah..."
"Hey Ross. This probably isn't the best time to bring it up, but you have to throw a party for Monica.",Oh.. oh... oh.
"Yes. Yes, thanks for letting me use your phone... and for saving my life.","Well, this has been fun."
,"Well, goodbye Chandler. I had a great blackout. See ya."
Dehydrated Japanese noodles under fluorescent lights... does it get better than this?,"Hi, um, I'm account number 7143457. And, uh, I don't know if you got any of that, but I would really like a copy of the tape."
"Ah, y'see, perfect might be a problem. Had you said 'co-dependent', or 'self-destructive'...","Question. You're not dating anybody, are you, because I met somebody who would be perfect for you."
Yes please.,Do you want a date Saturday?
He's a he?,"Okay. He's cute, he's funny, he's-"
"...Couldn't enjoy a cup of noodles after that. I mean, is that ridiculous? Can you believe she actually thought that?","Well yeah! ...Oh God. I- just- I thought- Good, Shelley. I'm just gonna go flush myself down the toilet now... Okay, goodbye..."
You did?,"Um... yeah. Well, I mean, when I first met you, y'know, I thought maybe, possibly, you might be..."
"Huh. Did, uh... any of the rest of you guys think that when you first met me?","Yeah, but then you spent Phoebe's entire birthday party talking to my breasts, so then I figured maybe not."
"Yeah, I think so, yeah.",I did.
"Nono, me neither. Although, uh, y'know, back in college, Susan Sallidor did.",Not me.
"No. No, it's just 'cause, uh, I kinda wanted to go out with her too, so I told her, actually, you were seeing Bernie Spellman... who also liked her, so...",You're kidding! Did you tell her I wasn't?
"Well, this is fascinating. So, uh, what is it about me?",
"Ross is smart and funny, d'you ever think that about him?","I dunno, 'cause you're smart, you're funny..."
WHAT IS IT?!,Yeah! Right!
Yes. Absolutely. A quality.,"Okay, I-I d'know, you-you just- you have a quality."
,"Oh, oh, a quality, good, because I was worried you guys were gonna be vague about this."
"Oh my God! Calling from Rome! Bon giorno, caro mio.","Hello? Hello? Oh! Rachel, it's Paolo calling from Rome."
"Monica, your dad just beeped in, but can you make it quick? Talking to Rome. I'm talking to Rome.",So he's calling from Rome. I could do that. Just gotta go to Rome.
"So, uh, how's she doing?","Hey dad, what's up? Oh God. Ross, it's Nana."
"How-how are you, Mom?",The doctor says it's a matter of hours.
What?,"Me? I'm fine, fine. I'm glad you're here. ...What's with your hair?"
Nothing.,What's different?
,"Oh, maybe that's it."
"Okay, relax, relax. We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover.","She is unbelievable, our mother is..."
,Oh God!
The fuzzy little mints at the bottom of her purse.,
"Not just restaurants, from our house.","Oh! ...Yeah, they were gross. Oh, you know what I loved? Her Sweet 'n' Los. How she was always stealing them from- from restaurants."
Mrs. Geller?,
She looks so small.,
"Well, at least she's with Pop-Pop and Aunt Phyllis now.",I know.
"Bye, Nana.","G'bye, Nana."
Ross!,
What is going on?!,
What?,"Y'know how-how the nurse said that-that Nana had passed? Well, she's not, quite.."
What's going on?,"She's not- past, she's present, she's back."
She may have died?,She may have died.
,We're looking into it.
This almost never happens!,"I, uh, I'll go see."
Now she's passed.,
"Yes, Chandler, that's exactly what it is. It's your hair.","I just have to know, okay. Is it my hair?"
,"Yeah, you have homosexual hair."
Twice.,"So, um, did she..."
"Oh, that sucks!",Twice?
"I dunno, it's weird. I mean, I know she's gone, but I just don't feel, uh...",You guys okay?
"Nono, she's gone.",Maybe that's 'cause she's not really gone.
"Hm, I mean maybe no-one ever really goes. Ever since my mom died, every now and then, I get the feeling that she's like right here, y'know? Oh! And Debbie, my best friend from junior high- got struck by lightning on a miniature golf course- I always get this really strong Debbie vibe whenever I use one of those little yellow pencils, y'know? ...I miss her.",We checked. A lot.
Thanks!,"Aw. Hey, Pheebs, want this?"
"Now, see, I don't believe any of that. I think once you're dead, you're dead! You're gone! You're worm food! ...So Chandler looks gay, huh?",Sure. I just sharpened her this morning.
I thought it was gonna be a closed casket.,"Y'know, I dunno who this is, but it's not Debbie."
,"Well, that doesn't mean she can't look nice!"
I don't see why not.,"Sweetie, you think you can get in there?"
Here's my retainer!,
Dad!,I was just thinking. When my time comes-
You what?,"Listen to me! When my time comes, I wanna be buried at sea."
Define fun.,"I wanna be buried at sea, it looks like fun."
"...And then we throw your body in the water... Gee, that does sound fun.","C'mon, you'll make a day of it! You'll rent a boat, pack a lunch..."
That's probably what they'll say.,"Everyone thinks they know me. Everyone says 'Jack Geller, so predictable'. Maybe after I'm gone, they'll say 'Buried at sea! Huh!'."
"Hey, gorgeous.",I'd like that.
"No, nono, don't- don't worry about it. Believe me, apparently other people have made the same mistake.","Hey. Look, I'm sorry about yesterday, I, um-"
"So, uh... what do you think it is about me?",Oh! Okay! Phew!
"...Quality, right, great.","I dunno, uh... you just have a-a..."
"Lowell? Financial Services' Lowell, that's who you saw me with?","Y'know, it's a shame, because you and Lowell would've made a great couple."
"Well, yeah... 's'no Brian in Payroll.",What? He's cute!
"No! Uh, I d'know! The point is, if you were gonna set me up with someone, I'd like to think you'd set me up with someone like him.",Is Brian...?
Excuse me? You don't think I could get a Brian? Because I could get a Brian. Believe you me. ...I'm really not.,"Well, I think Brian's a little out of your league."
No.,This one?
"You know, whatever we pick, she would've told us it's the wrong one.","I have shown you everything we have. Unless you want your mother to spend eternity in a lemon yellow pant-suit, go with the burgundy."
Oh! A fine choice. I'm coming out.,You're right. We'll go with the burgundy.
,Wait! We need shoes!
That's really a day shoe.,"Okay. Um, how about these?"
Could we see something in a slimmer heel?,And where she's going everyone else'll be dressier?
"No, it really should be burgundy.","Okay, I have nothing in an evening shoe in the burgundy. I can show you something in a silver that may work."
"No! Nonono, wait a sec. I may have something in the back.",Mm. Unless we go with a different dress?
Oh my God..,
"Yeah, just... just Nana stuff.","Is everything all right, dear?"
"How we doing, you guys ready?",
Some days it's all I can think about.,Mom already called this morning to remind me not to wear my hair up. Did you know my ears are not my best feature?
"Oh, you-you mean your earrings?","Hi, sorry I'm late, I couldn't find my bearings."
Hm-m.,What'd I say?
Yes. Paolo sent them from Italy.,Are these the shoes?
Morning. We ready to go?,"What, we-uh- we don't have shoes here, or...?"
,"Well, don't we look nice all dressed up?...It's stuff like that, isn't it?"
"It really was. Oh, c'mere, sweetheart. Y'know, I think it might be time for you to start using night cream.",It was a really beautiful service.
What?,
"Check it out, Giants-Cowboys.","Nothing, just your overcoat sounds remarkably like Brent Mussberger."
"No, it's the pre-game. I'm gonna watch it at the reception.",You're watching a football game at a funeral?
,"You are a frightening, frightening man."
"Oh, I hope they're not ruined.",Oh no! My new Paolo shoes!
"I know, uh, the air, the-the trees... even though Nana's gone there's, there's something almost, uh- I dunno, almost life-aff-","God, what a great day. ...What? Weather-wise!"
I'm fine. Just-just... having my worst fear realised...,God! Ross!
"What, what is it?","Okay, don't worry, I'm just checking to see if the muscle's in spasm...huh."
Oh! No-n-,You missed a belt loop.
"Here, sweetie, here. I took these when I had my golfing accident.","Okay, it's in spasm."
"Oh, no-",
"Hi, I'm Chandler, and I have no idea who Dorothy is.","Sorry- Hi, I'm Dorothy's daughter."
"Hey, look who's up! How do you feel?",
"Wow, those pills really worked, huh?","I feel great. I feel- great, I fleel great."
Ooh! That's so nice...,"Not the first two, but the second two- woooo! ...I love you guys. You guys are the greatest. I love my sister , I love Pheebs..."
Hey.,...Chandler!
You were right.,"And listen, man, if you wanna be gay, be gay. Doesn't matter to me."
"Oh, well you know who I love the most?",Rachel. Rachel Rachel. I love you the most.
You!,No.
,Oh.. you don't get it!
"Just a, uh... hearing disability.",Whaddya got there?
Seventeen-fourteen Giants... three minutes to go in the third.,What's the score?
,Beautiful!
Your grandmother would have hated this.,"Pheebs, could you maybe hand me a cracker?"
"No, I'd be hearing about 'Why didn't I get the honey-glazed ham?', I didn't spend enough on flowers, and if I spent more she'd be saying 'Why are you wasting your money? I don't need flowers, I'm dead'.","Well, sure, what with it being her funeral and all."
Do you know what it's like to grow up with someone who is critical of every single thing you say?,That sounds like Nana.
"I'm telling you, it's a wonder your mother turned out to be the positive, life-affirming person that she is.",...I can imagine.
