p1,p2
And twenty-five it is.,You gave him cookies?
"Money is so impersonal. Cookies says someone really cares. . . Alright, we're broke, but cookies do say that.",I can see that. A plate of brownies once told me a limerick.
"Phoebs, let me ask you something, were, were these, uh, funny brownies?","Not especially. But you know what, I think they had pot in them."
"So you guys, who else did you tip with cookies?","Uhh, the mailman, the super."
"Oh, and the newspaper delivery guy.",Oh my God.
What?,"Uhhh, I don't think you're gonna like this."
"Ooh, goooosh, ooh, these are cookies smashed in the sports section.","Oh look, and he did my crossword puzzle."
"Yeah, but not very well, unless 14-across, 'Gershwin musical' actually is bitemebitemebitemebiteme.",
"I can't believe it's Christmas already. Ya know, I mean, one day your eatin' turkey, the next thing ya know, your lords are a-leapin' and you geese are a-layin'.",Which is why geese are so relaxed this time of year.
Hey guys.,Hey.
"Hey Rach. I, uh, got you a little present. . . I'll open it. It's a Slinky! Remember, huh. Walks down stairs, alone or in pairs, everyone knows it's. . . just a big spring. Alright, you still mad at me becuase of the whole. . .",Horrible and degrading list of reasons not to be with me?
"How 'bout from now on we just call it the 'unfortunate incident'? Hey Gunther, you got stairs in your place?",Yeah.
"Here, go nuts.",Hey guys.
Hey.,What's in the bag?
"Um, just some presents.",C'mon show us what you bought. . . You know you want to.
"OK. OK, this is a picture frame from Ben to my parents, huh.",Cute.
"I got some, uh, hers and hers towels for Susan and Carol. And, uh, I got this blouse for mom.","Ross, that is gorgeous!"
Yeah?,"Look at these authentic fake medals. I tell ya, mom's gonna be voted best dressed at the make-believe military academy."
Hey.,Hey. Hi Phoebe.
"Happy Christmas Eve Eve. Oh my God, where did you get this?","Uh, Macy's, third floor, home furnishings."
"This is my father, this is a picture of my dad.","Nah, Phoebs, that's the guy that comes in the frame."
"No it isn't, this is my dad, alright, I'll show you.","Phoebe, I thought your dad was in prison."
"No, that's my stepdad. My real dad's the one that ran out on us before I was born.",How have you never been on Oprah?
"OK, look, see, this is him. My mother gave me this picture before she died, same guy.","Honey, uh, this is a picture of the frame guy posing in front of a bright blue screen with a collie."
"It's not a blue screen... it's just, maybe it was just really clear that day. OK, I have to talk to my grandmother.","Oh, wait a minute honey."
Phoebs.,Wow.
"So anyway, I'm trying to get my boss's ex-wife to sleep with me. . .",Joey!
"Oh, but when Phoebe has a problem, everyone's all ears!",
Esther Livingston. Gone.,"Hi, Phoe."
Hi Gram. Whatcha doin'?,"Oh, just updating the phonebook."
"Um, gram, um, can I see the pictures of my dad again?","Oh. Oh, sure, sure, uh, uh, how come?"
"Just, you know, to see... um.","Oh, sure, yeah. This is the one of you father in a meadow, and, uh, helping a little boy fly a kite, and here he is at a graduation. . . another graduation. . . another graduation."
"OK, is this really my father?",Is it really your fa--I can't... well of course it is.
"OK, I smell smoke. Maybe that's 'cause someone's pants are on fire.","Look, I. . ."
"Ya know, in all the years that we have been grandmother and granddaughter, you have never lied to me.","Alright, that is not your father, that's just a picture of a guy in a frame."
Oh God.,"It was your mother's idea. Ya know, she didn't want you to know your real father because it hurt her so much when he left, and, I didn't want to go along with it, but, well then she died and, and it was harder to argue with her. Not impossible, but harder."
"Alright, so, what, he's not a famous tree surgeon? And then, I guess, OK, he doesn't live in a hut in Burma where there's no phones?","Last I heard, he was a pharmacist somewhere upstate."
"OK, that makes no sense. Why would the villagers worship a pharmacist?",Honey.
Oh.,"Anyway, that's all I know. That, and this. This is the real him."
Oh.,
"Ya know I remember my father, all dressed up in the red suit, the big black boots, and the patent leather belt, sneakin around downstairs. He didn't want anybody to see him but he'd be drunk so he'd stumble, crash into something and wake everybody up.","Well, that doesn't sound like a very merry Christmas."
Who said anything about Christmas?,Hi.
"Hey, anyone hear from Phoebe yet?","No, nothin'."
I hope she's OK.,"Yeah, I know exactly what she's goin' through."
How do you know exactly what she's going through?,She told us.
So whaddya got there Monica?,Just some stuff for the party.
"Yeah, what're you guys doin' here, aren't you supposed to be Christmas shopping?","You guys haven't gotten your presents yet? Tomorrow's Christmas Eve, what're ya gonna do?"
Don't you have to be Claymation to say stuff like that?,"Oh, by the way Mon, I don't think the mailman liked your cookies. Here are the ornaments your mom sent."
"Well, maybe the mailman liked the cookies, we just didn't give him enough.","Monica, pigeons learn faster that you."
"Hey, Rach, you know what? I think, I think I know what'll make you feel better. How 'bout you make a list about me.","Wha... forget it Ross, no, I am not gonna stand here and make a list of. . ."
C'mon Rachel.,"OK, you're whiney, you are, you're obsessive, you are insecure, you're, you're gutless, you know, you don't ever, you don't just sort of seize the day, you know. You like me for what, a year, you didn't do anything about it. And, uh, oh, you wear too much of that gel in your hair."
"See there, you uhh, alright, ya, you did what I said.","Yeah, and you know what? You're right, I do feel better, thank you Ross."
,"Yeah, um, in Albany, can I have the number of Frank Buffay. . . OK, um, in Ithica. . . alright, um, Saratoga. . . Oneonta. Alright, you know what, you shouldn't call youself information."
Hey.,"Hello grandma, if that is in fact your real name."
"C'mon now Phoe, don't still be mad at me. How's it going?","Well, not so good. Upstate's pretty big, he's pretty small, you do the math."
"Well, I think you're better off without him. Oh honey, I know he's your daddy but, but to me he's still the irresponsible creep who knocked up your mom and stole her Gremlin.","No I just, just wanted to know who he was, ya know."
"I know. OK, I wasn't completely honest with you when I told you that, uh, I didn't know exactly where he lived.",Whattaya mean?
"He lives at 74 Laurel Drive in Middletown. If you hit the Dairy Queen, you've gone too far. You can take my cab.",Wow. Thank you.
"Now, remember, nobody else drives that cab.","Uh-huh, got it. Ooh, I'm gonna see my dad. Wish me luck, Grandpa! Commercial"
,Phoebe here with the cab yet?
"Yeah, she, she brought the invisible cab. . . hop in.","Well she better get here soon, the outlet stores close at 7."
"Hey, don't worry. I figure it'll be 2 hours to Phoebe's dad's house, they'll meet, they'll chat, they'll swap life stories, we'll still have plenty of time.","Hey, here she comes."
Hey.,Hey.
Hey.,Hey.
"Can you believe this. In, like, two hours I'm gonna have a dad. Eeeshk.",Eeeshk.
"Yeah, big stuff.","OK, let's go."
OK.,"Alright, here, you have to hold this."
"OK. Brake left, gas right?","Uh-huh, yeah, that's my cheat sheet."
Where's my seat belt?,"Oh, no no, that side doesn't have one, the paramedics had to cut through it."
Hey!,Hey.
,"C'mon, just tell me, please, please."
"For the sixteenth time, no... I do not think you're obsessive.","Oh, gosh, it's hot in here."
"Rach, get the heat. Ross, could you turn the heat down please?","Sure. By the way, there's a difference between being obsessive and. . ."
"Ross, the heat!","Fine, OK! Heat, heat, heat, and I'm the obsessive one. OK, this way is on, so this is. . . off."
Did you just break the radiator?,"No, no, I was turnin' the knob and, and. . . here it is."
Well put it back.,"It uhh, it won't go back."
I'll call the super.,"Here, let me try."
"Oh, oh that's right, I forgot about your ability to fuse metal.","Hey, it's Funny's cousin, Not Funny."
"Hi, Mr. Treeger. Hi, it's Rachel Green from upstairs. Yes, somebody, uh, broke our knob on the radiator and it's really hot in here. Yes, it's, it's hot enough to bake cookies. Well, do you think we could have a new one by 6? Wha t, no, no, Tuesday, we can't wait until Tuesday, we're having a party tonight.","OK, tip the man."
"No, if he doesn't like our cookies, too bad, I am not gonna be blackmailed. Look if worse comes to worse, it gets a little warm, we'll call it a theme party.","Hey, here's a theme: Come on in, live like bacon."
,"Ooh, this is it, 74."
"Oh, so that's what this is for.","Wow, this is it, I'm gonna meet my dad. This is like the biggest thing ever, huh."
Yeah.,Sure is.
"OK, here I go. I'm goin' in.",Alright.
Good luck Phoebs.,"OK, here I go. . . here I go. . . I'm goin'."
,"Hi, welcome to our tropical Christmas party. You can put your coats and sweaters and pants and shirts in the bedroom."
"It's hard to tell because I'm sweating, but I use exactly what the gel bottle says, an amount about the size of a pea. How, how can that be too much?","Ice, ice, ice squares anyone? Take a napkin. Alright."
"Monica, Monica, your guest are turning into jerky, OK.","Really? I'm perfectly comfortable. Hey, hey, hey, get in line buddy, I was next."
Mr. Treeger.,"Uhh, you said there was a party."
"Oh, yeah, well hey, welcome to our sauna.","Ahh, is it hot? My body always stays cool, probably 'cause I have so much skin. Hey, cheese!"
"Alright, alright, here's the chance. Monica give him cash, Rachel give him your earrings. Something, now, anything.","No, I will not cave."
"Yeah, I'm with Mon.","Alright, alright, you know how you say I never seize the day? Well, alright, even though he's your super, I'm seizing. Mr. Treeger, here is 50 bucks, merry Christmas."
"Oh wow, I didn't get you anything. Here's five back.","No no, no, that, that's your Christmas tip, alright. Oh, hey, do you think there's a chance you could fix that radiator now?"
